281,81,2018,,11
282,82,3557,,7
283,83,7126,,10
284,84,6943,,9
285,85,2586,,11
286,86,2902,,11
287,87,1104,,8
288,88,3223,,12
289,89,209,,10
290,90,1401,,10
291,91,2035,,11
292,92,6865,,12
293,93,1267,,9
294,94,3388,,12
295,95,2084,,7
296,96,1525,,6
297,97,3268,,11
298,98,4967,,6
299,99,5742,,12
300,100,4020,,9
301,101,4238,,9
302,102,425,,11
303,103,3155,,8
304,104,4428,,7
305,105,943,,7
306,106,1595,,11
307,107,3413,,6
308,108,2379,,11
309,109,5605,,12
310,110,1272,,6
311,111,1978,,12
312,112,2003,,12
313,113,2267,,12
314,114,3529,,8
315,115,3597,,7
316,116,5748,,9
317,117,5734,,7
318,118,3999,,9
319,119,625,,6
320,120,6319,,10
321,121,5211,,12
322,122,1032,,11
323,123,4803,,10
324,124,4863,,11
325,125,2617,,12
326,126,947,,9
327,127,841,,9
328,128,6078,,11
329,129,2051,,10
330,130,2772,,11
331,131,3514,,9
332,132,5229,,7
333,133,1178,,7
334,134,3493,,8
335,135,5274,,7
336,136,5315,,10
337,137,2398,,8
338,138,1868,,6
339,139,120,,12
340,140,3479,,10
341,141,4748,,7
342,142,2378,,12
343,143,6877,,11
344,144,2304,,6
345,145,4283,,12
346,146,2078,,11
347,147,5746,,11
348,148,1849,,8
349,149,1451,,9
350,150,5268,,10
351,151,6044,,6
352,152,5892,,10
353,153,2670,,11
354,154,2603,,12
355,155,4203,,10
356,156,1554,,7
357,157,4660,,10
358,158,992,,12
359,159,3178,,7
360,160,1126,,9
361,161,6345,,10
362,162,6699,,8
363,163,6475,,11
364,164,253,,7
365,165,6210,,10
366,166,4051,,11
367,167,3074,,9
368,168,2249,,8
369,169,4854,,10
370,170,3541,,9
371,171,5831,,7
372,172,7036,,10
373,173,5666,,11
374,174,5050,,10
375,175,3614,,10
376,176,4553,,6
377,177,1741,,6
378,178,774,,8
379,179,5394,,11
380,180,2745,,6
381,181,1376,,6
382,182,1207,,9
383,183,1071,,12
384,184,5175,,7
385,185,1836,,9
386,186,5554,,9
387,187,3205,,7
388,188,4973,,8
389,189,2235,,8
390,190,5320,,11
391,191,1732,,8
392,192,2603,,12
393,193,3751,,6
394,194,4540,,10
395,195,5083,,12
396,196,788,,7
397,197,5896,,7
398,198,5946,,6
399,199,498,,9
400,200,1840,,11
401,1,6109,,10
402,2,4702,,11
403,3,5245,,11
404,4,2248,,10
405,5,2621,,7
406,6,4661,,6
407,7,3140,,12
408,8,3454,,9
409,9,572,,12
410,10,2158,,12
411,11,6566,,10
412,12,2220,,12
413,13,3131,,11
414,14,1930,,10
415,15,6606,,9
416,16,2286,,12
417,17,3003,,11
418,18,5341,,11
419,19,301,,9
420,20,5054,,9
421,21,6126,,8
422,22,4957,,12
423,23,2091,,10
424,24,1484,,12
425,25,450,,6
426,26,5070,,10
427,27,210,,12
428,28,2946,,6
429,29,620,,12
430,30,1896,,8
431,31,645,,6
432,32,2053,,12
433,33,7062,,6
434,34,296,,11
435,35,1204,,12
436,36,2751,,9
437,37,6691,,11
438,38,4962,,6
439,39,3951,,6
440,40,2617,,12
441,41,778,,9
442,42,1937,,11
443,43,801,,6
444,44,3263,,8
445,45,4705,,10
446,46,2252,,8
447,47,2108,,12
448,48,154,,8
449,49,4380,,11
450,50,1684,,6
451,51,4413,,9
452,52,6252,,6
453,53,6578,,12
454,54,5483,,10
455,55,1681,,9
456,56,6615,,12
457,57,6295,,10
458,58,6296,,12
459,59,1359,,12
460,60,5160,,9
461,61,4242,,7
462,62,2139,,11
463,63,1882,,9
464,64,963,,9
465,65,548,,9
466,66,4991,,12
467,67,3183,,12
468,68,1288,,8
469,69,6387,,6
470,70,4500,,8
471,71,6836,,7
472,72,1688,,8
473,73,4968,,6
474,74,30,,6
475,75,574,,11
476,76,6075,,9
477,77,6311,,11
478,78,3467,,9
479,79,5624,,12
480,80,5091,,6
481,81,3753,,6
482,82,4795,,10
483,83,2834,,9
484,84,6800,,11
485,85,375,,7
486,86,848,,12
487,87,6986,,10
488,88,6234,,7
489,89,4133,,10
490,90,4715,,10
491,91,2362,,6
492,92,2216,,6
493,93,6695,,6
494,94,6381,,12
495,95,4318,,11
496,96,4937,,12
497,97,2686,,6
498,98,986,,12
499,99,6809,,12
500,100,2928,,9
501,101,1840,,9
502,102,4128,,12
503,103,2777,,10
504,104,3251,,10
505,105,4339,,9
506,106,7091,,12
507,107,7051,,7
508,108,1332,,9
509,109,3513,,6
510,110,3648,,9
511,111,6461,,9
512,112,257,,9
513,113,2336,,12
514,114,1209,,9
515,115,5619,,12
516,116,6931,,11
517,117,570,,12
518,118,500,,6
519,119,5434,,6
520,120,6121,,11
521,121,2862,,11
522,122,874,,12
523,123,3522,,12
524,124,3902,,9
525,125,3830,,12
526,126,7224,,7
527,127,491,,12
528,128,1300,,10
529,129,346,,12
530,130,840,,7
531,131,4266,,6
532,132,5933,,6
533,133,1134,,12
534,134,6332,,8
535,135,6245,,7
536,136,2376,,7
537,137,4866,,12
538,138,1674,,9
539,139,7079,,10
540,140,2584,,11
541,141,2055,,9
542,142,7189,,10
543,143,6803,,9
544,144,3032,,12
545,145,3611,,9
546,146,2345,,11
547,147,5708,,11
548,148,1530,,7
549,149,6479,,8
550,150,570,,7
551,151,1734,,6
552,152,7269,,7
553,153,3834,,11
554,154,1604,,8
555,155,1827,,7
556,156,1959,,6
557,157,3091,,11
558,158,1474,,12
559,159,7177,,6
560,160,384,,10
561,161,2387,,12
562,162,3622,,6
563,163,6055,,9
564,164,5018,,11
565,165,4354,,12
566,166,2500,,7
567,167,5788,,8
568,168,1175,,12
569,169,5300,,10
570,170,3817,,9
571,171,1566,,11
572,172,3123,,10
573,173,3311,,11
574,174,6408,,12
575,175,6034,,7
576,176,3403,,11
577,177,2783,,11
578,178,5892,,9
579,179,4419,,10
580,180,2606,,10
581,181,4251,,7
582,182,3177,,11
583,183,6991,,10
584,184,2943,,11
585,185,10,,7
586,186,7038,,9
587,187,5728,,11
588,188,3335,,10
589,189,5415,,12
590,190,3978,,10
591,191,738,,9
592,192,1891,,7
593,193,4353,,11
594,194,2005,,12
595,195,513,,6
596,196,6802,,8
597,197,3722,,10
598,198,2530,,10
599,199,4765,,11
600,200,2032,,11
601,1,1336,,10
602,2,1079,,7
603,3,4999,,10
604,4,6603,,10
605,5,2290,,12
606,6,2169,,7
607,7,4647,,11
608,8,5935,,6
609,9,4918,,7
610,10,3005,,7
611,11,1934,,12
612,12,3699,,11
613,13,3116,,11
614,14,1689,,9
615,15,2225,,8
616,16,3649,,11
617,17,2437,,11
618,18,2667,,8
619,19,7034,,7
620,20,4119,,7
621,21,5759,,8
622,22,796,,6
623,23,5248,,10
624,24,5779,,8
625,25,5078,,6
626,26,4136,,12
627,27,2046,,11
628,28,2352,,10
629,29,3930,,10
630,30,6491,,8
631,31,7266,,6
632,32,5401,,12
633,33,2184,,7
634,34,7179,,8
635,35,2991,,11
636,36,3589,,8
637,37,556,,6
638,38,5940,,8
639,39,3823,,7
640,40,6398,,9
641,41,208,,11
642,42,2863,,7
643,43,3311,,11
644,44,2192,,10
645,45,7172,,10
646,46,5489,,6
647,47,5055,,12
648,48,3129,,12
649,49,5847,,7
650,50,3433,,8
651,51,5314,,12
652,52,404,,10
653,53,5848,,8
654,54,2837,,8
655,55,533,,8
656,56,1046,,11
657,57,6481,,11
658,58,1515,,11
659,59,5625,,12
660,60,5619,,9
661,61,2331,,7
662,62,1997,,7
663,63,6840,,9
664,64,6365,,10
665,65,3868,,10
666,66,7190,,9
667,67,3966,,12
668,68,2618,,12
669,69,1571,,8
670,70,2708,,6
671,71,1618,,11
672,72,3461,,11
673,73,3406,,12
674,74,4349,,10
675,75,6664,,10
676,76,5425,,7
677,77,1964,,7
678,78,3355,,6
679,79,72,,8
680,80,3945,,11
681,81,4286,,10
682,82,2440,,10
683,83,6815,,8
684,84,5074,,7
685,85,5974,,11
686,86,4998,,6
687,87,648,,6
688,88,7138,,11
689,89,120,,11
690,90,3278,,7
691,91,4342,,6
692,92,590,,6
693,93,6755,,7
694,94,2765,,6
695,95,1126,,8
696,96,7276,,9
697,97,4005,,7
698,98,1149,,8
699,99,3419,,8
700,100,7163,,11
701,101,6447,,11
702,102,603,,12
703,103,2267,,11
704,104,7184,,8
705,105,1621,,11
706,106,698,,11
707,107,4276,,8
708,108,697,,12
709,109,6422,,8
710,110,3629,,8
711,111,2790,,11
712,112,3828,,12
713,113,7182,,8
714,114,3846,,8
715,115,2454,,9
716,116,5447,,9
717,117,5462,,8
718,118,5793,,10
719,119,3993,,9
720,120,3919,,9
721,121,1548,,7
722,122,5966,,8
723,123,467,,10
724,124,5796,,11
725,125,4601,,7
726,126,5511,,8
727,127,2752,,6
728,128,6547,,11
729,129,1745,,7
730,130,2040,,11
731,131,2088,,12
732,132,1311,,9
733,133,5914,,12
734,134,4986,,12
735,135,2301,,10
736,136,2393,,6
737,137,958,,12
738,138,1004,,6
739,139,6594,,11
740,140,2304,,8
741,141,6261,,9
742,142,545,,8
743,143,2512,,6
744,144,5832,,8
745,145,4012,,9
746,146,4285,,10
747,147,5728,,8
748,148,6091,,9
749,149,5868,,8
750,150,5409,,7
751,151,5379,,12
752,152,2247,,6
753,153,4597,,11
754,154,4501,,8
755,155,4430,,8
756,156,2073,,7
757,157,4728,,10
758,158,4089,,9
759,159,7069,,7
760,160,406,,7
761,161,4083,,7
762,162,1385,,11
763,163,2857,,6
764,164,4393,,7
765,165,5423,,9
766,166,2980,,12
767,167,4725,,8
768,168,2378,,7
769,169,2805,,11
770,170,6800,,6
771,171,3870,,10
772,172,6465,,8
773,173,6154,,7
774,174,2421,,10
775,175,5385,,7
776,176,4187,,10
777,177,4329,,12
778,178,792,,6
779,179,1529,,11
780,180,5360,,11
781,181,1970,,8
782,182,1087,,9
783,183,7167,,9
784,184,5308,,9
785,185,6721,,12
786,186,2378,,7
787,187,3873,,10
788,188,3167,,6
789,189,4803,,8
790,190,6684,,9
791,191,5871,,12
792,192,3913,,12
793,193,5442,,9
794,194,5972,,8
795,195,1739,,12
796,196,43,,6
797,197,5453,,7
798,198,505,,10
799,199,3035,,7
800,200,954,,11
801,1,2292,,6
802,2,6031,,6
803,3,3259,,11
804,4,2962,,11
805,5,3081,,10
806,6,6281,,6
807,7,5445,,6
808,8,2574,,12
809,9,364,,7
810,10,2600,,7
811,11,5295,,9
812,12,2232,,9
813,13,5590,,10
814,14,2855,,6
815,15,3955,,8
816,16,2980,,6
817,17,3401,,6
818,18,1287,,11
819,19,3260,,6
820,20,2852,,9
821,21,1394,,12
822,22,4560,,7
823,23,997,,12
824,24,3872,,12
825,25,377,,12
826,26,563,,9
827,27,2080,,11
828,28,6528,,10
829,29,3811,,10
830,30,3188,,9
831,31,2500,,11
832,32,6053,,8
833,33,5549,,8
834,34,599,,8
835,35,530,,6
836,36,2775,,9
837,37,6651,,7
838,38,6243,,8
839,39,6033,,11
840,40,2896,,7
841,41,6724,,11
842,42,2439,,11
843,43,1376,,8
844,44,2006,,10
845,45,4600,,7
846,46,4747,,9
847,47,4186,,10
848,48,1853,,11
849,49,4006,,6
850,50,2169,,6
851,51,7136,,10
852,52,807,,6
853,53,3018,,11
854,54,3234,,8
855,55,5292,,11
856,56,5174,,9
857,57,5065,,7
858,58,4253,,11
859,59,1080,,9
860,60,3110,,8
861,61,1860,,10
862,62,2613,,12
863,63,3178,,8
864,64,1239,,8
865,65,6497,,11
866,66,5850,,6
867,67,6535,,7
868,68,1335,,10
869,69,654,,6
870,70,2148,,9
871,71,6974,,7
872,72,3682,,11
873,73,5645,,7
874,74,664,,6
875,75,4139,,9
876,76,337,,11
877,77,2564,,9
878,78,5416,,11
879,79,1642,,9
880,80,1868,,7
881,81,3290,,8
882,82,1821,,12
883,83,3544,,7
884,84,2312,,9
885,85,2964,,6
886,86,693,,7
887,87,6884,,9
888,88,2296,,8
889,89,1952,,8
890,90,4448,,9
891,91,5938,,9
892,92,6285,,9
893,93,1377,,11
894,94,6998,,11
895,95,3410,,7
896,96,1480,,8
897,97,3230,,8
898,98,651,,12
899,99,7038,,7
900,100,4876,,9
901,101,2824,,9
902,102,635,,12
903,103,2802,,8
904,104,2626,,11
905,105,7266,,12
906,106,349,,8
907,107,3415,,8
908,108,891,,8
909,109,2508,,10
910,110,6248,,9
911,111,1307,,8
912,112,3669,,8
913,113,3326,,12
914,114,6915,,11
915,115,3997,,10
916,116,1669,,6
917,117,6702,,8
918,118,6702,,6
919,119,6864,,12
920,120,795,,6
921,121,5244,,10
922,122,4830,,10
923,123,6200,,10
924,124,6822,,10
925,125,4668,,6
926,126,3538,,10
927,127,6370,,12
928,128,5956,,10
929,129,1563,,10
930,130,928,,9
931,131,1830,,7
932,132,6570,,12
933,133,3651,,12
934,134,1321,,7
935,135,818,,9
936,136,1556,,12
937,137,7017,,9
938,138,1342,,11
939,139,3313,,9
940,140,5209,,9
941,141,3605,,12
942,142,2723,,12
943,143,5271,,12
944,144,4565,,6
945,145,5919,,12
946,146,3240,,8
947,147,5159,,7
948,148,3860,,8
949,149,3192,,12
950,150,5907,,11
951,151,1903,,7
952,152,5851,,7
953,153,4723,,11
954,154,7222,,9
955,155,3503,,7
956,156,5459,,11
957,157,6380,,12
958,158,1993,,7
959,159,4292,,10
960,160,6682,,9
961,161,1085,,8
962,162,4646,,10
963,163,5362,,9
964,164,1585,,11
965,165,3390,,11
966,166,5843,,12
967,167,1892,,6
968,168,233,,8
969,169,1362,,7
970,170,787,,6
971,171,1977,,8
972,172,312,,9
973,173,4525,,10
974,174,3361,,6
975,175,5110,,12
976,176,2025,,7
977,177,5413,,10
978,178,1208,,12
979,179,1153,,10
980,180,3602,,10
981,181,1876,,7
982,182,5465,,8
983,183,4251,,9
984,184,2010,,12
985,185,6122,,9
986,186,5148,,7
987,187,4575,,7
988,188,3675,,12
989,189,548,,12
990,190,5411,,8
991,191,4060,,6
992,192,6702,,8
993,193,3083,,7
994,194,3654,,9
995,195,5766,,6
996,196,2535,,9
997,197,7173,,10
998,198,3145,,11
999,199,6470,,10
1000,200,929,,6
1001,1,91,,7
1002,2,3838,,11
1003,3,1612,,10
1004,4,2403,,12
1005,5,3238,,6
1006,6,3145,,11
1007,7,3884,,12
1008,8,339,,6
1009,9,1936,,8
1010,10,2424,,8
1011,11,2294,,10
1012,12,4729,,9
1013,13,1851,,10
1014,14,4095,,12
1015,15,6019,,8
1016,16,5167,,12
1017,17,6282,,12
1018,18,1903,,9
1019,19,6388,,8
1020,20,1057,,6
1021,21,1238,,10
1022,22,2171,,12
1023,23,5823,,11
1024,24,2399,,7
1025,25,6416,,10
1026,26,3730,,6
1027,27,5896,,12
1028,28,1930,,7
1029,29,3439,,8
1030,30,6971,,9
1031,31,6369,,6
1032,32,862,,8
1033,33,7221,,6
1034,34,175,,9
1035,35,2591,,7
1036,36,7124,,7
1037,37,6014,,9
1038,38,151,,6
1039,39,2313,,11
1040,40,4022,,10
1041,41,1580,,10
1042,42,2906,,10
1043,43,7265,,6
1044,44,5739,,7
1045,45,6380,,8
1046,46,6247,,6
1047,47,1268,,11
1048,48,3492,,7
1049,49,2215,,10
1050,50,2710,,10
1051,51,4768,,7
1052,52,3060,,12
1053,53,2626,,7
1054,54,2820,,11
1055,55,909,,8
1056,56,4150,,9
1057,57,7228,,7
1058,58,1794,,11
1059,59,673,,9
1060,60,4682,,11
1061,61,2275,,12
1062,62,4068,,11
1063,63,4177,,6
1064,64,414,,11
1065,65,4437,,6
1066,66,5657,,8
1067,67,3795,,10
1068,68,6416,,6
1069,69,7074,,10
1070,70,1462,,9
1071,71,3369,,6
1072,72,4965,,10
1073,73,1416,,9
1074,74,2843,,6
1075,75,782,,8
1076,76,1882,,8
1077,77,2895,,7
1078,78,5118,,7
1079,79,1963,,9
1080,80,2510,,9
1081,81,3112,,10
1082,82,801,,6
1083,83,5571,,9
1084,84,6710,,6
1085,85,4072,,11
1086,86,4371,,6
1087,87,5911,,12
1088,88,4442,,9
1089,89,2647,,6
1090,90,4705,,8
1091,91,6853,,8
1092,92,6710,,9
1093,93,7054,,12
1094,94,5225,,6
1095,95,5741,,10
1096,96,3196,,7
1097,97,144,,11
1098,98,6088,,10
1099,99,5799,,6
1100,100,281,,8
1101,101,7229,,9
1102,102,3358,,12
1103,103,4052,,7
1104,104,2999,,11
1105,105,6781,,9
1106,106,3538,,12
1107,107,1367,,11
1108,108,4392,,7
1109,109,1056,,7
1110,110,2133,,10
1111,111,2982,,12
1112,112,3249,,6
1113,113,858,,10
1114,114,5509,,6
1115,115,918,,12
1116,116,5661,,11
1117,117,4814,,10
1118,118,2283,,6
1119,119,5652,,6
1120,120,710,,6
1121,121,2096,,9
1122,122,3533,,9
1123,123,3672,,12
1124,124,765,,8
1125,125,1501,,10
1126,126,5186,,7
1127,127,2874,,9
1128,128,7256,,7
1129,129,6358,,6
1130,130,4642,,6
1131,131,7296,,7
1132,132,2630,,10
1133,133,3560,,10
1134,134,6758,,12
1135,135,4928,,10
1136,136,4372,,7
1137,137,6283,,11
1138,138,6163,,6
1139,139,2440,,7
1140,140,5654,,9
1141,141,5198,,12
1142,142,598,,8
1143,143,2767,,10
1144,144,4286,,8
1145,145,1156,,10
1146,146,2208,,6
1147,147,1269,,7
1148,148,7038,,11
1149,149,1125,,7
1150,150,5478,,7
1151,151,1487,,6
1152,152,4086,,12
1153,153,3685,,12
1154,154,486,,6
1155,155,1760,,8
1156,156,1244,,6
1157,157,5124,,11
1158,158,3720,,9
1159,159,7051,,12
1160,160,4120,,7
1161,161,3270,,12
1162,162,582,,7
1163,163,4604,,10
1164,164,3234,,7
1165,165,3470,,8
1166,166,1418,,12
1167,167,4181,,10
1168,168,6941,,12
1169,169,9,,12
1170,170,831,,11
1171,171,1773,,10
1172,172,1990,,12
1173,173,5526,,10
1174,174,5655,,9
1175,175,6149,,8
1176,176,1111,,8
1177,177,1434,,9
1178,178,1866,,6
1179,179,7215,,9
1180,180,3545,,12
1181,181,2503,,9
1182,182,6235,,12
1183,183,7170,,7
1184,184,6057,,6
1185,185,1223,,8
1186,186,6326,,7
1187,187,1499,,10
1188,188,1742,,11
1189,189,1320,,12
1190,190,1998,,12
1191,191,5330,,8
1192,192,3578,,11
1193,193,5884,,6
1194,194,4098,,9
1195,195,2528,,9
1196,196,140,,8
1197,197,3146,,9
1198,198,6308,,10
1199,199,3504,,7
1200,200,1797,,12
